Defense: 13																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
																															
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB AA35:SetPosFromHike(E0 18)	 2pt	 F3-Pause(1E)		 JumpTo A747:Boost-RS(0F)	 E3(30)	 F7(30)	 D8-MoveAbsolute(E4 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
LILB AA3E:SetPosFromHike(00 18)	 2pt	 F3-Pause(1E)		 JumpTo A757:Boost-RS(0F)	 E3(30)	 F7(30)	 D8-MoveAbsolute(FC 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
LOLB A9A9:SetPosFromHike(18 0C)	 2pt	 F5-Pause(14 5A)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
RCB AE24:SetPosFromMid(36 28)	 2pt	 F4-Pause(96)		 JumpTo A777:Boost-RS(0F)	 E3(30)	 F7(30)	 D9-MoveAbsolute(36 00)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
LCB A783:SetPosFromMid(C0 28)	 2pt	 Boost-RS(0F)		 E3(30)	 F7(30)	 D9-MoveAbsolute(C0 00)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
FS AE2D:SetPosFromHike(C8 50)	 2pt	 F4-Pause(A0)		 JumpTo A797:Boost-RS(0F)	 E3(30)	 F7(30)	 D8-MoveAbsolute(C4 C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
SS A7A3:SetPosFromHike(18 50)	 2pt	 Boost-RS(0F)		 E3(30)	 F7(30)	 D8-MoveAbsolute(24 C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
																															
																															
Defense: 9A																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A32A:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
ROLB A4EC:SetPosFromHike(C8 10)	 2pt	 C8-Move(DC AA 01)		 F4-Pause(0A)	 D8-MoveAbsolute(C8 E0)	 D8-MoveAbsolute(08 D0)	 F4-Pause(3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
RILB A141:SetPosFromHike(E0 18)	 2pt	 D8-MoveAbsolute(E0 10)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LILB A24A:SetPosFromHike(00 18)	 2pt	 D8-MoveAbsolute(FC 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LOLB A3CA:SetPosFromHike(18 0C)	 2pt	 D8-MoveAbsolute(14 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
RCB AE36:SetPosFromMid(36 28)	 2pt	 2C-JumpTo AE41:F4-Pause(3C)		 D9-MoveAbsolute(36 B0)	 MoveRelative(50 B0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 06)	 F4-Pause(3C)	 D9-MoveAbsolute(36 B0)	 MoveRelative(50 B0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																			
LCB ADC2:SetPosFromMid(C0 28)	 2pt	 C8-Move(9A B9 03)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																										
FS AE4C:SetPosFromHike(C8 50)	 2pt	 F4-Pause(50)		 D8-MoveAbsolute(00 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
SS AE58:SetPosFromHike(18 50)	 2pt	 F4-Pause(3C)		 D8-MoveAbsolute(20 90)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
																															
																															
Defense: 9B																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A32A:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
ROLB AE64:SetPosFromHike(C8 10)	 2pt	 26-JumpTo A4F0:C8-Move(DC AA 01)		 F4-Pause(0A)	 D8-MoveAbsolute(C8 E0)	 D8-MoveAbsolute(08 D0)	 F4-Pause(3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// F4-Pause(0A)	 D8-MoveAbsolute(C8 E0)	 D8-MoveAbsolute(D8 DC)	 F4-Pause(3C)	 JumpTo AAC2:VertMirror	 LoopBack FF// 																
RILB A141:SetPosFromHike(E0 18)	 2pt	 D8-MoveAbsolute(E0 10)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LILB A24A:SetPosFromHike(00 18)	 2pt	 D8-MoveAbsolute(FC 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LOLB A3CA:SetPosFromHike(18 0C)	 2pt	 D8-MoveAbsolute(14 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
RCB AE36:SetPosFromMid(36 28)	 2pt	 2C-JumpTo AE41:F4-Pause(3C)		 D9-MoveAbsolute(36 B0)	 MoveRelative(50 B0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 06)	 F4-Pause(3C)	 D9-MoveAbsolute(36 B0)	 MoveRelative(50 B0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																			
LCB AE8E:SetPosFromMid(C0 28)	 2pt	 27-JumpTo A304:MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// MoveRelative(00 90)	 MoveRelative(00 90)	 MoveRelative(00 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
FS AE78:SetPosFromHike(C8 50)	 2pt	 27-JumpTo AE50:F4-Pause(50)		 D8-MoveAbsolute(00 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 27-JumpTo AE88:D8-MoveAbsolute(B8 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(D8 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																					
SS AE58:SetPosFromHike(18 50)	 2pt	 F4-Pause(3C)		 D8-MoveAbsolute(20 90)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
																															
																															
Defense: 9C																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A32A:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
ROLB AE64:SetPosFromHike(C8 10)	 2pt	 26-JumpTo A4F0:C8-Move(DC AA 01)		 F4-Pause(0A)	 D8-MoveAbsolute(C8 E0)	 D8-MoveAbsolute(08 D0)	 F4-Pause(3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// F4-Pause(0A)	 D8-MoveAbsolute(C8 E0)	 D8-MoveAbsolute(D8 DC)	 F4-Pause(3C)	 JumpTo AAC2:VertMirror	 LoopBack FF// 																
RILB ADDB:SetPosFromHike(E0 18)	 2pt	 27-JumpTo A44F:F3-Pause(14)		 27-JumpTo A45C:D8-MoveAbsolute(10 E0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 C8)	 F4-Pause(5A)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo A485:F3-Pause(32)	 D8-MoveAbsolute(C8 D0)	 D8-MoveAbsolute(B0 C8)	 F4-Pause(C8)	Grapple ALL	 DA-PassRush	 LoopBack FC// 															
LILB AAE0:SetPosFromHike(00 18)	 2pt	 29-JumpTo A37F:26-JumpTo A345:27-JumpTo A353:F4-Pause(3C)		 D8-MoveAbsolute(10 C8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 D8-MoveAbsolute(F8 C8)	 D8-MoveAbsolute(E8 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 D0)	 F4-Pause(14)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo AAC2:VertMirror	 LoopBack FF// 																
LOLB A3CA:SetPosFromHike(18 0C)	 2pt	 D8-MoveAbsolute(14 0C)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
RCB A36F:SetPosFromMid(36 28)	 2pt	 F4-Pause(0A)		 D9-MoveAbsolute(36 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
LCB AEA1:SetPosFromMid(C0 28)	 2pt	 F4-Pause(50)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																									
FS AA6B:SetPosFromHike(C8 50)	 2pt	 C8-Move(D8 AA 03)		 D8-MoveAbsolute(B8 D8)	 F5-Pause(0A 46)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
SS BD8E:SetPosFromHike(18 50)	 2pt	 29-JumpTo AC94:D8-MoveAbsolute(08 A0)		 F4-Pause(3C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// C8-Move(D8 AA 0B)	 JumpTo AC94:D8-MoveAbsolute(08 A0)	 F4-Pause(3C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																			
																															
																															
Defense: 9D																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A58C:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(18 08)		 D8-MoveAbsolute(18 20)	 F4-Pause(64)	 D8-MoveAbsolute(18 F8)	 D8-MoveAbsolute(08 E0)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
ROLB A5A1:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(D0 F4)		 D8-MoveAbsolute(D0 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
RILB A141:SetPosFromHike(E0 18)	 2pt	 D8-MoveAbsolute(E0 10)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LILB A5B9:SetPosFromHike(00 18)	 2pt	 D8-MoveAbsolute(00 00)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LOLB A2E1:SetPosFromHike(18 0C)	 2pt	 2B-JumpTo A2EC:D8-MoveAbsolute(28 00)		 D8-MoveAbsolute(28 28)	 F4-Pause(14)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// C8-Move(DC AA 06)	 D8-MoveAbsolute(28 00)	 D8-MoveAbsolute(28 28)	 F4-Pause(14)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																	
RCB AB93:SetPosFromMid(36 28)	 2pt	 2B-JumpTo AB9E:D8-MoveAbsolute(DC D8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 01)	 D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
LCB AE8E:SetPosFromMid(C0 28)	 2pt	 27-JumpTo A304:MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// MoveRelative(00 90)	 MoveRelative(00 90)	 MoveRelative(00 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
FS A38A:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A395:D8-MoveAbsolute(08 B8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 04)	 D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
SS AE58:SetPosFromHike(18 50)	 2pt	 F4-Pause(3C)		 D8-MoveAbsolute(20 90)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
																															
																															
Defense: 9E																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A58C:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(18 08)		 D8-MoveAbsolute(18 20)	 F4-Pause(64)	 D8-MoveAbsolute(18 F8)	 D8-MoveAbsolute(08 E0)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
ROLB A5A1:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(D0 F4)		 D8-MoveAbsolute(D0 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
RILB A141:SetPosFromHike(E0 18)	 2pt	 D8-MoveAbsolute(E0 10)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LILB ABA4:SetPosFromHike(00 18)	 2pt	 2B-JumpTo A3F3:F4-Pause(3C)		 D8-MoveAbsolute(10 C8)	Grapple ALL	 DA-PassRush	 LoopBack FC// D8-MoveAbsolute(E8 C0)	 F4-Pause(3C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
LOLB ACCB:SetPosFromHike(18 0C)	 2pt	 29-JumpTo A473:F3-Pause(1E)		 D8-MoveAbsolute(20 00)	 D8-MoveAbsolute(20 28)	 D8-MoveAbsolute(14 3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(DC AA 0A)	 D8-MoveAbsolute(20 FC)	 D8-MoveAbsolute(20 10)	 F4-Pause(1E)	 D8-MoveAbsolute(18 00)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 															
RCB AB93:SetPosFromMid(36 28)	 2pt	 2B-JumpTo AB9E:D8-MoveAbsolute(DC D8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 01)	 D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
LCB AE8E:SetPosFromMid(C0 28)	 2pt	 27-JumpTo A304:MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// MoveRelative(00 90)	 MoveRelative(00 90)	 MoveRelative(00 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
FS AD6C:SetPosFromHike(C8 50)	 2pt	 27-JumpTo BDEC:F4-Pause(00)		 LoopBack FE// 27-JumpTo A38A:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A395:D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 04)	 D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(00 E8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																		
SS AD3A:SetPosFromHike(18 50)	 2pt	 27-JumpTo A39F:F4-Pause(14)		 D8-MoveAbsolute(E8 81)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// JumpTo AA08:D8-MoveAbsolute(E8 98)	 D8-MoveAbsolute(B8 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
																															
																															
Defense: 9F																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A58C:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(18 08)		 D8-MoveAbsolute(18 20)	 F4-Pause(64)	 D8-MoveAbsolute(18 F8)	 D8-MoveAbsolute(08 E0)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
ROLB A5A1:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(D0 F4)		 D8-MoveAbsolute(D0 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
RILB AD44:SetPosFromHike(E0 18)	 2pt	 2B-JumpTo A5AE:D8-MoveAbsolute(E8 D8)		 D8-MoveAbsolute(08 C8)	 F4-Pause(3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// D8-MoveAbsolute(C8 EC)	 F4-Pause(46)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																			
LILB AD53:SetPosFromHike(00 18)	 2pt	 26-JumpTo AAE4:29-JumpTo A37F:26-JumpTo A345:27-JumpTo A353:F4-Pause(3C)		 D8-MoveAbsolute(10 C8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 D8-MoveAbsolute(F8 C8)	 D8-MoveAbsolute(E8 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 D0)	 F4-Pause(14)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo AAC2:VertMirror	 LoopBack FF// D8-MoveAbsolute(E0 D8)	 F4-Pause(3C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 												
LOLB ACE4:SetPosFromHike(18 0C)	 2pt	 JumpTo ACD2:C8-Move(DC AA 0A)		 D8-MoveAbsolute(20 FC)	 D8-MoveAbsolute(20 10)	 F4-Pause(1E)	 D8-MoveAbsolute(18 00)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
RCB AB93:SetPosFromMid(36 28)	 2pt	 2B-JumpTo AB9E:D8-MoveAbsolute(DC D8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 01)	 D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
LCB AE8E:SetPosFromMid(C0 28)	 2pt	 27-JumpTo A304:MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// MoveRelative(00 90)	 MoveRelative(00 90)	 MoveRelative(00 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
FS AA6B:SetPosFromHike(C8 50)	 2pt	 C8-Move(D8 AA 03)		 D8-MoveAbsolute(B8 D8)	 F5-Pause(0A 46)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
SS AD3A:SetPosFromHike(18 50)	 2pt	 27-JumpTo A39F:F4-Pause(14)		 D8-MoveAbsolute(E8 81)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// JumpTo AA08:D8-MoveAbsolute(E8 98)	 D8-MoveAbsolute(B8 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
																															
																															
Defense: A0																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A6CD:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(0C 18)		 D8-MoveAbsolute(0C 30)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB A5A1:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(D0 F4)		 D8-MoveAbsolute(D0 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
RILB A6DA:SetPosFromHike(E0 18)	 2pt	 F4-Pause(32)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LILB A6E3:SetPosFromHike(00 18)	 2pt	 D8-MoveAbsolute(10 F8)		 D8-MoveAbsolute(10 20)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
LOLB A579:SetPosFromHike(18 0C)	 2pt	 C8-Move(DC AA 05)		 D8-MoveAbsolute(28 08)	 D8-MoveAbsolute(28 30)	 F4-Pause(5A)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RCB AB93:SetPosFromMid(36 28)	 2pt	 2B-JumpTo AB9E:D8-MoveAbsolute(DC D8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 01)	 D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
LCB AE8E:SetPosFromMid(C0 28)	 2pt	 27-JumpTo A304:MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// MoveRelative(00 90)	 MoveRelative(00 90)	 MoveRelative(00 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
FS A38A:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A395:D8-MoveAbsolute(08 B8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 04)	 D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
SS AE58:SetPosFromHike(18 50)	 2pt	 F4-Pause(3C)		 D8-MoveAbsolute(20 90)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																									
																															
																															
Defense: A1																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A6CD:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(0C 18)		 D8-MoveAbsolute(0C 30)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB A5A1:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(D0 F4)		 D8-MoveAbsolute(D0 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
RILB A6DA:SetPosFromHike(E0 18)	 2pt	 F4-Pause(32)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LILB ABA4:SetPosFromHike(00 18)	 2pt	 2B-JumpTo A3F3:F4-Pause(3C)		 D8-MoveAbsolute(10 C8)	Grapple ALL	 DA-PassRush	 LoopBack FC// D8-MoveAbsolute(E8 C0)	 F4-Pause(3C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
LOLB ACCB:SetPosFromHike(18 0C)	 2pt	 29-JumpTo A473:F3-Pause(1E)		 D8-MoveAbsolute(20 00)	 D8-MoveAbsolute(20 28)	 D8-MoveAbsolute(14 3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(DC AA 0A)	 D8-MoveAbsolute(20 FC)	 D8-MoveAbsolute(20 10)	 F4-Pause(1E)	 D8-MoveAbsolute(18 00)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 															
RCB AB93:SetPosFromMid(36 28)	 2pt	 2B-JumpTo AB9E:D8-MoveAbsolute(DC D8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 01)	 D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
LCB AE8E:SetPosFromMid(C0 28)	 2pt	 27-JumpTo A304:MoveRelative(00 90)		 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// MoveRelative(00 90)	 MoveRelative(00 90)	 MoveRelative(00 90)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																				
FS AD6C:SetPosFromHike(C8 50)	 2pt	 27-JumpTo BDEC:F4-Pause(00)		 LoopBack FE// 27-JumpTo A38A:SetPosFromHike(C8 50)	 2pt	 24-JumpTo A395:D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 04)	 D8-MoveAbsolute(08 B8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(00 E8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																		
SS AEAA:SetPosFromHike(18 50)	 2pt	 24-JumpTo AE5C:F4-Pause(3C)		 D8-MoveAbsolute(20 90)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// JumpTo AAC2:VertMirror	 LoopBack FF// 																								
																															
																															
Defense: A2																															
																															
RE A110:SetPosFromHike(D8 08)	 3pt	 FC(04 00)		 D8-MoveAbsolute(D8 10)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT A243:SetPosFromHike(F0 08)	 3pt	Grapple ALL		 DA-PassRush	 LoopBack FC// 																										
LE A6CD:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(0C 18)		 D8-MoveAbsolute(0C 30)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB A5A1:SetPosFromHike(C8 10)	 2pt	 D8-MoveAbsolute(D0 F4)		 D8-MoveAbsolute(D0 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
RILB AD44:SetPosFromHike(E0 18)	 2pt	 2B-JumpTo A5AE:D8-MoveAbsolute(E8 D8)		 D8-MoveAbsolute(08 C8)	 F4-Pause(3C)	Grapple ALL	 DA-PassRush	 LoopBack FC// D8-MoveAbsolute(C8 EC)	 F4-Pause(46)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																			
LILB AD53:SetPosFromHike(00 18)	 2pt	 26-JumpTo AAE4:29-JumpTo A37F:26-JumpTo A345:27-JumpTo A353:F4-Pause(3C)		 D8-MoveAbsolute(10 C8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 D8-MoveAbsolute(F8 C8)	 D8-MoveAbsolute(E8 C0)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// D8-MoveAbsolute(F0 D0)	 F4-Pause(14)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// JumpTo AAC2:VertMirror	 LoopBack FF// D8-MoveAbsolute(E0 D8)	 F4-Pause(3C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 												
LOLB AEB4:SetPosFromHike(18 0C)	 2pt	 MoveRelative(F8 F8)		 JumpTo AAC2:VertMirror	 LoopBack FF// 																										
RCB AB93:SetPosFromMid(36 28)	 2pt	 2B-JumpTo AB9E:D8-MoveAbsolute(DC D8)		 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// C8-Move(D8 AA 01)	 D8-MoveAbsolute(DC D8)	 JumpTo BDEC:F4-Pause(00)	 LoopBack FE// 																							
LCB A8EF:SetPosFromMid(C0 28)	 2pt	 F4-Pause(14)		 C8-Move(D8 AA 01)	 F4-Pause(14)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																							
